STK_CODE,STK_NAME,STK_LIST,STK_100PC,FORE_SELL,FORE_BUY
DPNS,Duta Pertiwi Nusantara Tbk.,331129952,331129952,0,0
DPUM,Dua Putra Utama Makmur Tbk.,4175000000,4175000000,0,0
DSFI,Dharma Samudera Fishing Industries Tbk.,1857135500,1857135500,0,0
DSNG,Dharma Satya Nusantara Tbk.,10599842400,10599842400,0,0
DSSA,Dian Swastatika Sentosa Tbk,770552320,770552320,0,0
DUCK,Jaya Bersama Indo Tbk.,1283330000,1283330000,0,56800
DUTI,Duta Pertiwi Tbk,1850000000,1850000000,0,0
DVLA,Darya-Varia Laboratoria Tbk.,1120000000,1120000000,0,0
DWGL,Dwi Guna Laksana Tbk.,8681553737,8681553737,0,0
DYAN,Dyandra Media International Tbk.,4272964279,4272964279,70800,0
EAST,Eastparc Hotel Tbk.,4126365990,4126365990,0,0
ECII,Electronic City Indonesia Tbk.,1334333000,1334333000,15000,0
EKAD,Ekadharma International Tbk.,698775000,698775000,43400,0
ELSA,Elnusa Tbk.,7298500000,7298500000,2982100,8642700
ELTY,Bakrieland Development Tbk.,43521913019,43521913019,0,0
EMDE,Megapolitan Developments Tbk.,3350000000,3350000000,0,0
EMTK,Elang Mahkota Teknologi Tbk.,5640032442,5640032442,0,0
ENRG,Energi Mega Persada Tbk.,10342179272,10342179272,0,20000
ENVY,Envy Technologies Indonesia Tbk.,1800000000,1800000000,18400,55300
EPMT,Enseval Putera Megatrading Tbk.,2708640000,2708640000,0,0
ERAA,Erajaya Swasembada Tbk.,3190000000,3190000000,46824100,12222100
ERTX,Eratex Djaja Tbk.,1286539792,1286539792,0,0
ESSA,Surya Esa Perkasa Tbk.,14300000000,14300000000,241300,0
ESTI,Ever Shine Tex Tbk.,2015208720,2015208720,0,0
ETWA,Eterindo Wahanatama Tbk,968297000,968297000,0,0
EXCL,XL Axiata Tbk.,10687960423,10687960423,888000,3241200
FAST,Fast Food Indonesia Tbk.,1995138579,1995138579,200,0
FASW,Fajar Surya Wisesa Tbk.,2477888787,2477888787,0,0
FILM,MD Pictures Tbk.,9511217000,9511217000,0,20000
FINN,First Indo American Leasing Tbk.,1860225000,1860225000,0,0
FIRE,Alfa Energi Investama Tbk.,1475362946,1475362946,58900,252500
FISH,FKS Multi Agro Tbk.,480000000,480000000,0,0
FITT,Hotel Fitra International Tbk.,600000000,600000000,0,0
FMII,Fortune Mate Indonesia Tbk,2721000000,2721000000,0,0
FOOD,Sentra Food Indonesia Tbk.,650000000,650000000,0,100
FORU,Fortune Indonesia Tbk,465224000,465224000,0,0
FORZ,Forza Land Indonesia Tbk.,1984009887,1984009887,552500,0
FPNI,Lotte Chemical Titan Tbk.,5566414000,5566414000,2800,0
FREN,Smartfren Telecom Tbk.,211831027937,211831027937,16535700,24066900
FUJI,Fuji Finance Indonesia Tbk.,1105000000,1105000000,0,0
GAMA,Gading Development Tbk.,10011027656,10011027656,0,0
GDST,Gunawan Dianjaya Steel Tbk.,9242500000,9242500000,0,0
GDYR,Goodyear Indonesia Tbk.,410000000,410000000,0,0
GEMA,Gema Grahasarana Tbk.,1600000000,1600000000,0,0
GEMS,Golden Energy Mines Tbk.,5882353000,5882353000,0,0
GGRM,Gudang Garam Tbk.,1924088000,1924088000,1669845,2406400
GGRP,Gunung Raja Paksi Tbk.,12111376157,12111376157,3600,0
GHON,Gihon Telekomunikasi Indonesia Tbk.,550000000,550000000,0,0
GIAA,Garuda Indonesia (Persero) Tbk.,25886576254,25886576254,1373200,290700
GJTL,Gajah Tunggal Tbk.,3484800000,3484800000,913300,43200
GLOB,Global Teleshop Tbk.,1111112000,1111112000,0,0
GMFI,Garuda Maintenance Facility Aero Asia Tb,28233511500,28233511500,0,0
GMTD,Gowa Makassar Tourism Development Tbk.,101538000,101538000,0,0
GOLD,Visi Telekomunikasi Infrastruktur Tbk.,1277276000,1277276000,0,0
GOLL,Golden Plantation Tbk.,3665000759,3665000759,0,0
GOOD,Garudafood Putra Putri Jaya Tbk.,7379580291,7379580291,0,0
GPRA,Perdana Gapuraprima Tbk.,4276655336,4276655336,0,0
GREN,Evergreen Invesco Tbk.,4694111791,4694111791,0,0
GSMF,Equity Development Investment Tbk.,7454723337,7454723337,0,0
GTBO,Garda Tujuh Buana Tbk,2500000000,2500000000,0,0
GWSA,Greenwood Sejahtera Tbk.,7800760000,7800760000,0,0
GZCO,Gozco Plantations Tbk.,6000000000,6000000000,0,0
HADE,Himalaya Energi Perkasa Tbk.,2120000000,2120000000,0,0
HDFA,Radana Bhaskara Finance Tbk.,2329668917,2329668917,0,0
HDIT,Hensel Davest Indonesia Tbk.,1524680000,1524680000,0,0
HDTX,Panasia Indo Resources Tbk.,3601462800,3601462800,0,0
HEAL,Medikaloka Hermina Tbk.,2973000000,2973000000,0,2700
HELI,Jaya Trishindo Tbk.,819000000,819000000,0,0
HERO,Hero Supermarket Tbk.,4183634000,4183634000,422100,0
HEXA,Hexindo Adiperkasa Tbk.,840000000,840000000,0,0
HITS,Humpuss Intermoda Transportasi Tbk.,7101084801,7101084801,0,0
HKMU,HK Metals Utama Tbk.,3221750000,3221750000,0,69200
HMSP,H.M. Sampoerna Tbk.,116318076900,116318076900,21500600,26278700
HOKI,Buyung Poetra Sembada Tbk.,2376448100,2376448100,351700,960900
HOME,Hotel Mandarine Regency Tbk.,22212194782,22212194782,1839700,1651800
HOTL,Saraswati Griya Lestari Tbk.,3550001452,3550001452,0,0
HRME,Menteng Heritage Realty Tbk.,5958750000,5958750000,100000,100000
HRTA,Hartadinata Abadi Tbk.,4605262400,4605262400,0,0
HRUM,Harum Energy Tbk.,2703620000,2703620000,330000,12500
IATA,Indonesia Transport & Infrastructure Tbk,9979518088,9979518088,0,0
IBFN,Intan Baruprana Finance Tbk.,1517321249,1517321249,0,0
IBST,Inti Bangun Sejahtera Tbk.,1350904927,1350904927,0,0
ICBP,Indofood CBP Sukses Makmur Tbk.,11661908000,11661908000,1335300,1936500
ICON,Island Concepts Indonesia Tbk.,1089750000,1089750000,0,0
IDPR,Indonesia Pondasi Raya Tbk.,2003000000,2003000000,0,0
IGAR,Champion Pacific Indonesia Tbk.,972204500,972204500,9500,0
IIKP,Inti Agri Resources Tbk,33600000000,33600000000,0,0
IKAI,Intikeramik Alamasri Industri Tbk.,12096181261,12096181261,12706138,105100
IKBI,Sumi Indo Kabel Tbk.,1224000000,1224000000,0,0
IMAS,Indomobil Sukses Internasional Tbk.,2765278412,2765278412,18900,0
IMJS,Indomobil Multi Jasa Tbk.,5769550000,5769550000,0,0
IMPC,Impack Pratama Industri Tbk.,4833500000,4833500000,0,0
INAF,Indofarma (Persero) Tbk.,3099267500,3099267500,40000,40000
INAI,Indal Aluminium Industry Tbk.,633600000,633600000,0,0
INCF,Indo Komoditi Korpora Tbk.,1438370465,1438370465,0,0
INCI,Intanwijaya Internasional Tbk,196121237,196121237,0,0
INCO,Vale Indonesia Tbk.,9936338720,9936338720,4779100,1824500
INDF,Indofood Sukses Makmur Tbk.,8780426500,8780426500,2299400,3194000
INDR,Indo-Rama Synthetics Tbk.,654351707,654351707,29800,33500
INDS,Indospring Tbk.,656249710,656249710,595800,10200
INDX,Tanah Laut Tbk,437913588,437913588,0,0
INDY,Indika Energy Tbk.,5210192000,5210192000,11134900,16904300
INKP,Indah Kiat Pulp & Paper Tbk.,5470982941,5470982941,1711000,1274500
INOV,Inocycle Technology Group Tbk.,1808221900,1808221900,0,0
INPC,Bank Artha Graha Internasional Tbk.,15638233267,15638233267,0,0
INPP,Indonesian Paradise Property Tbk.,11181971732,11181971732,0,0
INPS,Indah Prakasa Sentosa Tbk.,650000000,650000000,0,0
INRU,Toba Pulp Lestari Tbk.,1388883283,1388883283,0,0
INTA,Intraco Penta Tbk.,3336376462,3336376462,0,0
INTD,Inter Delta Tbk,591828000,591828000,0,0
INTP,Indocement Tunggal Prakarsa Tbk.,3681231699,3681231699,5149500,4092500
IPCC,Indonesia Kendaraan Terminal Tbk.,1818384820,1818384820,33600,0
IPCM,Jasa Armada Indonesia Tbk.,5284811100,5284811100,0,0
IPOL,Indopoly Swakarsa Industry Tbk.,6443379509,6443379509,0,0
IPTV,MNC Vision Networks Tbk.,35224848184,35224848184,11550000,12190400
IRRA,Itama Ranoraya Tbk.,1600000000,1600000000,0,0
ISAT,Indosat Tbk.,5433933500,5433933500,642800,3881500
ISSP,Steel Pipe Industry of Indonesia Tbk.,7185992035,7185992035,2009800,565200
ITIC,Indonesian Tobacco Tbk.,940720000,940720000,0,0
ITMA,Sumber Energi Andalan Tbk.,716096805,716096805,0,1500
ITMG,Indo Tambangraya Megah Tbk.,1129925000,1129925000,1483100,884400
ITTG,Leo Investments Tbk.,1379000000,1379000000,0,0
JAST,Jasnita Telekomindo Tbk.,813626700,813626700,0,0
JAWA,Jaya Agra Wattie Tbk.,3774685500,3774685500,0,0
JAYA,Armada Berjaya Trans Tbk.,375000105,375000105,220000,0
JECC,Jembo Cable Company Tbk.,151200000,151200000,0,0
JGLE,Graha Andrasentra Propertindo Tbk.,22581909405,22581909405,0,0
JIHD,Jakarta International Hotels & Developme,2329040482,2329040482,0,0
JKON,Jaya Konstruksi Manggala Pratama Tbk.,16308519860,16308519860,0,0
JKSW,Jakarta Kyoei Steel Works Tbk.,150000000,150000000,0,0
JMAS,Asuransi Jiwa Syariah Jasa Mitra Abadi T,1000000000,1000000000,0,0
JPFA,Japfa Comfeed Indonesia Tbk.,11726575201,11726575201,285632500,240803500
JRPT,Jaya Real Property Tbk.,13750000000,13750000000,444500,929300
JSKY,Sky Energy Indonesia Tbk.,2032540000,2032540000,89400,56600
JSMR,Jasa Marga (Persero) Tbk.,7257871200,7257871200,3849100,3910100
JSPT,Jakarta Setiabudi Internasional Tbk.,2318736000,2318736000,0,0
JTPE,Jasuindo Tiga Perkasa Tbk.,1713012500,1713012500,15600,0
KAEF,Kimia Farma (Persero) Tbk.,5554000000,5554000000,0,0
KARW,ICTSI Jasa Prima Tbk.,587152700,587152700,0,0
KAYU,Darmi Bersaudara Tbk.,665000000,665000000,0,100000
KBLI,KMI Wire & Cable Tbk.,4007235107,4007235107,24500,161900
KBLM,Kabelindo Murni Tbk.,1120000000,1120000000,11200,0
KBLV,First Media Tbk.,1742167907,1742167907,0,0
KBRI,Kertas Basuki Rachmat Indonesia Tbk.,8687995734,8687995734,0,0
KDSI,Kedawung Setia Industrial Tbk.,405000000,405000000,0,0
KEEN,Kencana Energi Lestari Tbk.,3666312500,3666312500,0,0
KIAS,Keramika Indonesia Assosiasi Tbk.,14929100000,14929100000,0,0
KICI,Kedaung Indah Can Tbk,276000000,276000000,0,400
KIJA,Kawasan Industri Jababeka Tbk.,20824888369,20824888369,2071500,314100
KINO,Kino Indonesia Tbk.,1428571500,1428571500,0,0
KIOS,Kioson Komersial Indonesia Tbk.,717239900,717239900,0,0
KJEN,Krida Jaringan Nusantara Tbk.,500000000,500000000,0,0
KKGI,Resource Alam Indonesia Tbk.,5000000000,5000000000,0,6300
KLBF,Kalbe Farma Tbk.,46875122110,46875122110,5964800,2831000
KMTR,Kirana Megatara Tbk.,8215366379,8215366379,0,900
KOBX,Kobexindo Tractors Tbk.,2272500000,2272500000,0,0
KOIN,Kokoh Inti Arebama Tbk,980843732,980843732,0,0
KONI,Perdana Bangun Pusaka Tbk,152000000,152000000,0,0
KOPI,Mitra Energi Persada Tbk.,697266668,697266668,0,0
KOTA,DMS Propertindo Tbk.,10488809600,10488809600,0,0
KPAL,Steadfast Marine Tbk.,1069009400,1069009400,0,149800
KPAS,Cottonindo Ariesta Tbk.,768042782,768042782,16600,17000
KPIG,MNC Land Tbk.,74079122790,74079122790,60533600,46469900
KRAH,Grand Kartech Tbk.,971190000,971190000,0,0
KRAS,Krakatau Steel (Persero) Tbk.,19346396900,19346396900,1000,247300
KREN,Kresna Graha Investama Tbk.,18208470100,18208470100,1586900,246300
LAND,Trimitra Propertindo Tbk.,2792620000,2792620000,7400,0
LAPD,Leyand International Tbk.,3966350139,3966350139,0,0
LCGP,Eureka Prima Jakarta Tbk.,5630000914,5630000914,0,0
LCKM,LCK Global Kedaton Tbk.,1000000000,1000000000,10000,10000
LEAD,Logindo Samudramakmur Tbk.,4049616328,4049616328,0,0
LIFE,Asuransi Jiwa Sinarmas MSIG Tbk.,2100000000,2100000000,0,0
LINK,Link Net Tbk.,3042649384,3042649384,5160300,4873400
LION,Lion Metal Works Tbk.,520160000,520160000,0,0
LMAS,Limas Indonesia Makmur Tbk,787851525,787851525,0,176000
LMPI,Langgeng Makmur Industri Tbk.,1008517669,1008517669,292400,0
LMSH,Lionmesh Prima Tbk.,96000000,96000000,0,0
LPCK,Lippo Cikarang Tbk,2679600000,2679600000,12100,414500
LPGI,Lippo General Insurance Tbk.,150000000,150000000,0,0
LPIN,Multi Prima Sejahtera Tbk,425000000,425000000,0,0
LPKR,Lippo Karawaci Tbk.,70898018369,70898018369,2404100,377100
LPLI,Star Pacific Tbk,1170432803,1170432803,0,0
LPPF,Matahari Department Store Tbk.,2804883280,2804883280,11210400,11244600
LPPS,Lippo Securities Tbk.,2588250000,2588250000,0,0
LRNA,Eka Sari Lorena Transport Tbk.,350000022,350000022,0,0
LSIP,PP London Sumatra Indonesia Tbk.,6822863965,6822863965,4178400,2591500
LTLS,Lautan Luas Tbk.,1560000000,1560000000,96100,0
LUCK,Sentral Mitra Informatika Tbk.,715749640,715749640,40100,0
MABA,Marga Abhinaya Abadi Tbk.,15365229912,15365229912,0,0
MAGP,Multi Agro Gemilang Plantation Tbk.,9000000004,9000000004,0,0
MAIN,Malindo Feedmill Tbk.,2238750000,2238750000,1096100,727000
MAMI,Mas Murni Indonesia Tbk,12299116331,12299116331,8117800,3278400
MAMIP,Mas Murni Tbk (Saham Preferen),6000000,6000000,0,0
MAPA,Map Aktif Adiperkasa Tbk.,2850400000,2850400000,1800000,1300
MAPB,MAP Boga Adiperkasa Tbk.,2170922900,2170922900,0,0
MAPI,Mitra Adiperkasa Tbk.,16600000000,16600000000,4627170,7322470
MARI,Mahaka Radio Integra Tbk.,5252644000,5252644000,0,0
